characteristic_id	source_id	variant_role	source_label	source_year	formula_latex	formula_text	formula_match	data_fields	calculation_window_zh	calculation_window_en	accounting_lag_zh	accounting_lag_en	portfolio_rule_zh	portfolio_rule_en	direction	source_path	source_page	source_url	notes_zh	notes_en
roa	balakrishnan-2010	original_paper	Post Loss/Profit Announcement Drift	2010	\(\displaystyle \mathrm{ROA}_{i,q}=\frac{\mathrm{IBQ}_{i,q}}{\mathrm{ATQ}_{i,q-1}}\)	Quarterly earnings scaled by beginning-of-quarter total assets	paper_definition	Quarterly earnings scaled by beginning-of-quarter total assets	458,693 firm-quarters over 1976-2005; day 0 is the quarterly earnings announcement date.	458,693 firm-quarters over 1976-2005; day 0 is the quarterly earnings announcement date.			Quarterly deciles; cutoffs in quarter q use the earnings distribution from quarter q-1 to avoid look-ahead bias. Abnormal returns are size-adjusted or Carhart four-factor adjusted; the hedge is the High Profit portfolio minus the High Loss portfolio. Quarterly. 60 or 120 trading days after announcement; the headline hedge uses [1,120].	Quarterly deciles; cutoffs in quarter q use the earnings distribution from quarter q-1 to avoid look-ahead bias. Abnormal returns are size-adjusted or Carhart four-factor adjusted; the hedge is the High Profit portfolio minus the High Loss portfolio. Quarterly. 60 or 120 trading days after announcement; the headline hedge uses [1,120].	H-L	papers/balakrishnan-2010/balakrishnan-2010-authoritative-fulltext.html		https://www.sciencedirect.com/science/article/pii/S0165410110000020	按论文变量定义转写。	Transcribed from the paper's variable definition.
roavol	francis-2004	original_paper	Costs of Equity and Earnings Attributes	2004	\(\displaystyle \mathrm{EarnVar}_{i,t}=\operatorname{SD}_{\tau=t-9,\ldots,t}\!\left(\frac{\mathrm{IB}_{i,\tau}}{\mathrm{AT}_{i,\tau-1}}\right)\)	EarnVar = rolling ten-year standard deviation of net income before extraordinary items scaled by beginning-of-year total assets	paper_definition	EarnVar = rolling ten-year standard deviation of net income before extraordinary items scaled by beginning-of-year total assets	Full sample covers 1975-2001; each firm-year EarnVar uses a rolling ten-year window.	Full sample covers 1975-2001; each firm-year EarnVar uses a rolling ten-year window.			Annual decile ranks of EarnVar; paper reports most-variable versus least-variable earnings deciles. N/A; reported outcomes are implied cost-of-equity differences/regression coefficients, not portfolio returns. annual N/A; cross-sectional expected cost-of-equity analysis.	Annual decile ranks of EarnVar; paper reports most-variable versus least-variable earnings deciles. N/A; reported outcomes are implied cost-of-equity differences/regression coefficients, not portfolio returns. annual N/A; cross-sectional expected cost-of-equity analysis.	not-simple	papers/francis-2004/francis-2004-publisher.pdf		https://doi.org/10.2308/accr.2004.79.4.967	按论文变量定义转写。	Transcribed from the paper's variable definition.
roe	hou-2015	original_paper	Digesting Anomalies: An Investment Approach	2015	\(\displaystyle \mathrm{ROE}_{i,q}=\frac{\mathrm{IBQ}_{i,q}}{\mathrm{BookEquity}_{i,q-1}}\)	income before extraordinary items (Compustat quarterly item IBQ) divided by one-quarter-lagged book equity	paper_definition	income before extraordinary items (Compustat quarterly item IBQ) divided by one-quarter-lagged book equity	January 1972-December 2012; excludes financial firms and firms with negative book equity; quarterly earnings enter immediately after public announcement dates RDQ, subject to a six-month freshness limit.	January 1972-December 2012; excludes financial firms and firms with negative book equity; quarterly earnings enter immediately after public announcement dates RDQ, subject to a six-month freshness limit.			NYSE median size split; NYSE 30/40/30 investment breakpoints; monthly NYSE 30/40/30 ranked-ROE breakpoints; 18 intersections. Monthly value-weighted portfolio returns; factor uses simple averages across six high-ROE and six low-ROE portfolios. Monthly; ROE portfolios reconstructed monthly, size and investment resorted each June. One month.	NYSE median size split; NYSE 30/40/30 investment breakpoints; monthly NYSE 30/40/30 ranked-ROE breakpoints; 18 intersections. Monthly value-weighted portfolio returns; factor uses simple averages across six high-ROE and six low-ROE portfolios. Monthly; ROE portfolios reconstructed monthly, size and investment resorted each June. One month.	H-L	papers/hou-2015/hou-2015-publisher-fulltext.html		https://doi.org/10.1093/rfs/hhu068	按论文变量定义转写。	Transcribed from the paper's variable definition.
roic	brown-2007	original_paper	The Productivity Premium in Equity Returns	2007	\(\displaystyle \mathrm{ROIC}_{i,t}=\frac{\mathrm{EBIT}_{i,t}-\mathrm{NOPI}_{i,t}}{\mathrm{LT}_{i,t}+\mathrm{CEQ}_{i,t}-\mathrm{CHE}_{i,t}}\)	return on invested capital	paper_definition	return on invested capital	Annual Compustat data; the original working paper studies subsequent 12-month returns.	Annual Compustat data; the original working paper studies subsequent 12-month returns.			The original paper uses portfolio sorts; exact breakpoints are not available in a final published source. Equal-weighted in the formal replication record. Annual signal. 12 months.	The original paper uses portfolio sorts; exact breakpoints are not available in a final published source. Equal-weighted in the formal replication record. Annual signal. 12 months.	H-L			https://papers.ssrn.com/sol3/papers.cfm?abstract_id=993467	按论文变量定义转写。	Transcribed from the paper's variable definition.
rsup	kama-2009	original_paper	On the Market Reaction to Revenue and Earnings Surprises	2009	\(\displaystyle \mathrm{SURG}_{i,q}=\frac{\mathrm{RevenuePerShare}_{i,q}-\mathrm{RevenuePerShare}_{i,q-4}}{\sigma_i(\Delta_4\mathrm{RevenuePerShare})}\)	standardized unexpected revenue (SURG), calculated like SUE but using revenue per share	paper_definition	standardized unexpected revenue (SURG), calculated like SUE but using revenue per share	Compustat/CRSP public companies from 1974-2005, excluding financial institutions and utilities and trimming the extreme 1% on each side for SUE, SURG, and SAR.	Compustat/CRSP public companies from 1974-2005, excluding financial institutions and utilities and trimming the extreme 1% on each side for SUE, SURG, and SAR.			No standalone SURG portfolio breakpoints; regressions use continuous SURG and Table 6 uses sign combinations of SUE and SURG. Size-adjusted returns; no standalone simple SURG portfolio weighting. Quarterly event observations; no simple sorted-portfolio rebalance. Days -2 through +1 around earnings announcement; post-announcement regression uses day +2 through six months after announcement.	No standalone SURG portfolio breakpoints; regressions use continuous SURG and Table 6 uses sign combinations of SUE and SURG. Size-adjusted returns; no standalone simple SURG portfolio weighting. Quarterly event observations; no simple sorted-portfolio rebalance. Days -2 through +1 around earnings announcement; post-announcement regression uses day +2 through six months after announcement.	not-simple	papers/kama-2009/kama-2009-author-copy.pdf		https://doi.org/10.1111/j.1468-5957.2008.02121.x	按论文变量定义转写。	Transcribed from the paper's variable definition.
rvar_capm	ang-2006	original_paper	The Cross-Section of Volatility and Expected Returns	2006	\(\displaystyle R_{i,d}-R_{f,d}=\alpha_i+\beta_i(R_{m,d}-R_{f,d})+\varepsilon_{i,d},\qquad \mathrm{IVOL}^{CAPM}_{i,t}=\operatorname{Var}(\varepsilon_{i,d})\)	CAPM residual variance from daily returns	paper_definition	CAPM residual variance from daily returns	Published benchmark: July 1963-December 2000; daily returns over the previous month, monthly portfolio formation. Repository method label: rolling three-month daily-return window.	Published benchmark: July 1963-December 2000; daily returns over the previous month, monthly portfolio formation. Repository method label: rolling three-month daily-return window.			Monthly quintiles from lowest to highest residual volatility. Value-weighted quintile portfolios. Monthly. One month in the paper.	Monthly quintiles from lowest to highest residual volatility. Value-weighted quintile portfolios. Monthly. One month in the paper.	L-H	papers/ang-2006/ang-hodrick-xing-zhang-2006.pdf		https://doi.org/10.1111/j.1540-6261.2006.00836.x	按论文变量定义转写。	Transcribed from the paper's variable definition.
rvar_ff3	ang-2006	original_paper	The Cross-Section of Volatility and Expected Returns	2006	\(\displaystyle R_{i,d}-R_{f,d}=\alpha_i+\beta_i^M\mathrm{MKT}_d+\beta_i^S\mathrm{SMB}_d+\beta_i^H\mathrm{HML}_d+\varepsilon_{i,d},\qquad \mathrm{IVOL}^{FF3}_{i,t}=\operatorname{Var}(\varepsilon_{i,d})\)	FF3 residual variance var(εᵢ) from daily returns	paper_definition	FF3 residual variance var(εᵢ) from daily returns	Published benchmark: July 1963-December 2000; daily returns over the previous month, monthly portfolio formation. Repository method label: rolling three-month daily-return window.	Published benchmark: July 1963-December 2000; daily returns over the previous month, monthly portfolio formation. Repository method label: rolling three-month daily-return window.			Monthly quintiles from lowest to highest FF3 residual volatility. Value-weighted quintile portfolios. Monthly. One month in the paper.	Monthly quintiles from lowest to highest FF3 residual volatility. Value-weighted quintile portfolios. Monthly. One month in the paper.	L-H	papers/ang-2006/ang-hodrick-xing-zhang-2006.pdf		https://doi.org/10.1111/j.1540-6261.2006.00836.x	按论文变量定义转写。	Transcribed from the paper's variable definition.
rvar_mean	ang-2006	original_paper	The Cross-Section of Volatility and Expected Returns	2006	\(\displaystyle \mathrm{TVOL}_{i,t}=\operatorname{Var}_{d\in t-1}(R_{i,d})\)	total variance of daily stock returns	paper_definition	total variance of daily stock returns	Published benchmark: July 1963-December 2000; daily returns over the previous month, monthly portfolio formation. Repository method label: rolling three-month daily-return window.	Published benchmark: July 1963-December 2000; daily returns over the previous month, monthly portfolio formation. Repository method label: rolling three-month daily-return window.			Monthly quintiles from lowest to highest total volatility. Value-weighted quintile portfolios. Monthly. One month in the paper.	Monthly quintiles from lowest to highest total volatility. Value-weighted quintile portfolios. Monthly. One month in the paper.	L-H	papers/ang-2006/ang-hodrick-xing-zhang-2006.pdf		https://doi.org/10.1111/j.1540-6261.2006.00836.x	按论文变量定义转写。	Transcribed from the paper's variable definition.
salecash	ou-1989	original_paper	Financial statement analysis and the prediction of stock returns	1989	\(\displaystyle \mathrm{SALECASH}_{i,t}=\frac{\mathrm{SALE}_{i,t}}{\mathrm{CHE}_{i,t}}\)	Sales to total cash	paper_definition	Sales to total cash	Descriptors are estimated on 1965-1972 or 1973-1977 data; annual positions are formed for 1973-1983 three months after fiscal year-end.	Descriptors are estimated on 1965-1972 or 1973-1977 data; annual positions are formed for 1973-1983 three months after fiscal year-end.			The published portfolio cutoffs apply to composite Pr (>0.6 versus <=0.4), not to salecash. Mean monthly returns on each composite position; the reported hedge is the zero-investment difference between the two sides. Annual overlapping formation with monthly portfolio rebalancing in the cumulative-return calculation. 24 months.	The published portfolio cutoffs apply to composite Pr (>0.6 versus <=0.4), not to salecash. Mean monthly returns on each composite position; the reported hedge is the zero-investment difference between the two sides. Annual overlapping formation with monthly portfolio rebalancing in the cumulative-return calculation. 24 months.	not-simple	papers/ou-1989/ou-1989.pdf		https://doi.org/10.1016/0165-4101(89)90017-7	按论文变量定义转写。	Transcribed from the paper's variable definition.
saleinv	ou-1989	original_paper	Financial statement analysis and the prediction of stock returns	1989	\(\displaystyle \mathrm{SALEINV}_{i,t}=\frac{\mathrm{SALE}_{i,t}}{\mathrm{INVT}_{i,t}}\)	Sales to inventory	paper_definition	Sales to inventory	Descriptors are estimated on 1965-1972 or 1973-1977 data; annual positions are formed for 1973-1983 three months after fiscal year-end.	Descriptors are estimated on 1965-1972 or 1973-1977 data; annual positions are formed for 1973-1983 three months after fiscal year-end.			The published portfolio cutoffs apply to composite Pr (>0.6 versus <=0.4), not to saleinv. Mean monthly returns on each composite position; the reported hedge is the zero-investment difference between the two sides. Annual overlapping formation with monthly portfolio rebalancing in the cumulative-return calculation. 24 months.	The published portfolio cutoffs apply to composite Pr (>0.6 versus <=0.4), not to saleinv. Mean monthly returns on each composite position; the reported hedge is the zero-investment difference between the two sides. Annual overlapping formation with monthly portfolio rebalancing in the cumulative-return calculation. 24 months.	not-simple	papers/ou-1989/ou-1989.pdf		https://doi.org/10.1016/0165-4101(89)90017-7	按论文变量定义转写。	Transcribed from the paper's variable definition.
salerec	ou-1989	original_paper	Financial statement analysis and the prediction of stock returns	1989	\(\displaystyle \mathrm{SALEREC}_{i,t}=\frac{\mathrm{SALE}_{i,t}}{\mathrm{RECT}_{i,t}}\)	Sales to accounts receivable	paper_definition	Sales to accounts receivable	Descriptors are estimated on 1965-1972 or 1973-1977 data; annual positions are formed for 1973-1983 three months after fiscal year-end.	Descriptors are estimated on 1965-1972 or 1973-1977 data; annual positions are formed for 1973-1983 three months after fiscal year-end.			The published portfolio cutoffs apply to composite Pr (>0.6 versus <=0.4), not to salerec. Mean monthly returns on each composite position; the reported hedge is the zero-investment difference between the two sides. Annual overlapping formation with monthly portfolio rebalancing in the cumulative-return calculation. 24 months.	The published portfolio cutoffs apply to composite Pr (>0.6 versus <=0.4), not to salerec. Mean monthly returns on each composite position; the reported hedge is the zero-investment difference between the two sides. Annual overlapping formation with monthly portfolio rebalancing in the cumulative-return calculation. 24 months.	not-simple	papers/ou-1989/ou-1989.pdf		https://doi.org/10.1016/0165-4101(89)90017-7	按论文变量定义转写。	Transcribed from the paper's variable definition.
seas1a	heston-2008	original_paper	Seasonality in the cross-section of stock returns	2008	\(\displaystyle \mathrm{SEAS1A}_{i,t}=R_{i,t-12}\)	Past same-calendar-month return at the 12-month annual lag	paper_definition	Past same-calendar-month return at the 12-month annual lag	January 1965-December 2002 monthly returns for NYSE- and AMEX-listed stocks.	January 1965-December 2002 monthly returns for NYSE- and AMEX-listed stocks.			Ten portfolios with equal numbers of stocks; seas1a sorts on the 12-month lagged return. Equal-weighted portfolios. Monthly. Next month.	Ten portfolios with equal numbers of stocks; seas1a sorts on the 12-month lagged return. Equal-weighted portfolios. Monthly. Next month.	H-L	papers/heston-2008/heston-2008-publisher-fulltext.html		https://doi.org/10.1016/j.jfineco.2007.02.003	按论文变量定义转写。	Transcribed from the paper's variable definition.
secured	valta-2016	original_paper	Strategic Default, Debt Structure, and Stock Returns	2016	\(\displaystyle \mathrm{SecuredDebtShare}_{i,t}=\frac{\mathrm{SecuredDebt}_{i,t}}{\mathrm{TotalDebt}_{i,t}}\)	secured debt / total debt	paper_definition	secured debt / total debt	U.S. CRSP/Compustat/Thomson sample, 1985-2012; fiscal year-ends in calendar t-1 are matched to July t through June t+1 returns; portfolios form monthly.	U.S. CRSP/Compustat/Thomson sample, 1985-2012; fiscal year-ends in calendar t-1 are matched to July t through June t+1 returns; portfolios form monthly.			Five monthly quantiles among firms with secured debt outstanding; panels also report low/high Z-score subsamples. Individual-stock quantile alphas and equal- and value-weighted monthly portfolio returns. Monthly. One month, with annual accounting data on July-to-June timing.	Five monthly quantiles among firms with secured debt outstanding; panels also report low/high Z-score subsamples. Individual-stock quantile alphas and equal- and value-weighted monthly portfolio returns. Monthly. One month, with annual accounting data on July-to-June timing.	H-L	papers/valta-2016/valta-2016-publisher.pdf		https://www.cambridge.org/core/journals/journal-of-financial-and-quantitative-analysis/article/abs/strategic-default-debt-structure-and-stock-returns/E68AD030B31B9D4E20BDA3B7EA881040	按论文变量定义转写。	Transcribed from the paper's variable definition.
securedind	valta-2016	original_paper	Strategic Default, Debt Structure, and Stock Returns	2016	\(\displaystyle \mathrm{SecuredDebtShare}_{i,t}=\frac{\mathrm{SecuredDebt}_{i,t}}{\mathrm{TotalDebt}_{i,t}}\)	no paper indicator; closest priced variable is secured debt / total debt	closest_paper_measure	no paper indicator; closest priced variable is secured debt / total debt	U.S. CRSP/Compustat/Thomson sample, 1985-2012; annual accounting data are matched to July-through-June returns and portfolios form monthly.	U.S. CRSP/Compustat/Thomson sample, 1985-2012; annual accounting data are matched to July-through-June returns and portfolios form monthly.			For the closest paper strategy, five monthly quantiles among firms with secured debt; no return-sort breakpoint for the repo binary indicator was found. Individual-stock quantile alphas and equal- and value-weighted monthly portfolio returns. Monthly. One month, with annual accounting data on July-to-June timing.	For the closest paper strategy, five monthly quantiles among firms with secured debt; no return-sort breakpoint for the repo binary indicator was found. Individual-stock quantile alphas and equal- and value-weighted monthly portfolio returns. Monthly. One month, with annual accounting data on July-to-June timing.	not-simple	papers/valta-2016/valta-2016-publisher.pdf		https://www.cambridge.org/core/journals/journal-of-financial-and-quantitative-analysis/article/abs/strategic-default-debt-structure-and-stock-returns/E68AD030B31B9D4E20BDA3B7EA881040	论文只给出最接近口径，与项目指标不完全相同。	The paper provides the closest available measure; it is not identical to the project signal.
sgr	lakonishok-1994	original_paper	Contrarian Investment, Extrapolation, and Risk	1994	\(\displaystyle \mathrm{SGR}_{i,t}=\frac{\sum_{k=1}^{5}(6-k)\,\operatorname{Rank}\!\left[g(\mathrm{SALE}_{i,t-k})\right]}{\sum_{k=1}^{5}(6-k)}\)	Five-year weighted-average rank of annual sales growth	paper_definition	Five-year weighted-average rank of annual sales growth	NYSE and AMEX; annual end-of-April formations beginning in 1968; accounting data from COMPUSTAT and returns from CRSP; performance examined for five years.	NYSE and AMEX; annual end-of-April formations beginning in 1968; accounting data from COMPUSTAT and returns from CRSP; performance examined for five years.			Deciles on the weighted-average five-year sales-growth rank. Equal-weighted within portfolios; raw and size-adjusted returns are reported. Annual formation and annual rebalancing. One through five post-formation years.	Deciles on the weighted-average five-year sales-growth rank. Equal-weighted within portfolios; raw and size-adjusted returns are reported. Annual formation and annual rebalancing. One through five post-formation years.	L-H	papers/lakonishok-1994/lakonishok-1994-publisher.pdf		https://doi.org/10.1111/j.1540-6261.1994.tb04772.x	按论文变量定义转写。	Transcribed from the paper's variable definition.
sin	hong-2009	original_paper	The price of sin: The effects of social norms on markets	2009	\(\displaystyle \mathrm{SIN}_{i,t}=\mathbf{1}\!\left\{i\in\mathrm{Alcohol,Tobacco,Gaming}\right\}\)	Sin-stock indicator: alcohol/beer, tobacco/smoke, and gaming classification from Fama-French SIC groups plus NAICS/segment screens	paper_definition	Sin-stock indicator: alcohol/beer, tobacco/smoke, and gaming classification from Fama-French SIC groups plus NAICS/segment screens	CRSP/Compustat firm data cover 1962-2006; the main time-series return regressions use 1965-2006, with a longer 1926-2006 specification also reported.	CRSP/Compustat firm data cover 1962-2006; the main time-series return regressions use 1965-2006, with a longer 1926-2006 specification also reported.			No decile breakpoints; binary sin classification versus comparable industries. Equal-weighted sin portfolio and equal-weighted comparable portfolio. Monthly. One month.	No decile breakpoints; binary sin classification versus comparable industries. Equal-weighted sin portfolio and equal-weighted comparable portfolio. Monthly. One month.	H-L	papers/hong-2009/hong-2009-publisher-fulltext.html		https://doi.org/10.1016/j.jfineco.2008.09.001	按论文变量定义转写。	Transcribed from the paper's variable definition.
sp	barbee-1996	original_paper	Do Sales-Price and Debt-Equity Explain Stock Returns Better than Book-Market and Firm Size?	1996	\(\displaystyle \mathrm{SP}_{i,t}=\frac{\mathrm{SALE}_{i,t}}{\mathrm{ME}_{i,t}}\)	sales-price ratio, annual sales divided by fiscal-year-end market price	paper_definition	sales-price ratio, annual sales divided by fiscal-year-end market price	Nonfinancial NYSE/AMEX firms with December fiscal year-ends; Compustat financial data begin in 1978 and CRSP returns run April 1979-December 1991.	Nonfinancial NYSE/AMEX firms with December fiscal year-ends; Compustat financial data begin in 1978 and CRSP returns run April 1979-December 1991.			N/A; monthly regressions rather than characteristic-sorted portfolios. Regression-based; no portfolio weights. Annual financial signal aligned to monthly regressions. Monthly dependent returns; no paper-defined portfolio holding period.	N/A; monthly regressions rather than characteristic-sorted portfolios. Regression-based; no portfolio weights. Annual financial signal aligned to monthly regressions. Monthly dependent returns; no paper-defined portfolio holding period.	not-simple	papers/barbee-1996/barbee-1996-publisher.pdf		https://doi.org/10.2469/faj.v52.n2.1980	按论文变量定义转写。	Transcribed from the paper's variable definition.
std_dolvol	chordia-2001	original_paper	Trading Activity and Expected Stock Returns	2001	\(\displaystyle \mathrm{STDVOL}_{i,t}=\ln\!\left[\operatorname{SD}\!\left(\mathrm{DollarVolume}_{i,\tau}\right)_{\tau=t-37}^{t-2}\right]\)	natural logarithm of the standard deviation of dollar trading volume over the past 36 months	paper_definition	natural logarithm of the standard deviation of dollar trading volume over the past 36 months	NYSE/AMEX common stocks, January 1966-December 1995; at least 12 dollar-volume observations in the prior 36 months are required.	NYSE/AMEX common stocks, January 1966-December 1995; at least 12 dollar-volume observations in the prior 36 months are required.			Monthly regression characteristic; the reported portfolio double sort is SIZE-CVVOL, not STDVOL endpoints. Fama-MacBeth and purged regression estimators; no standalone STDVOL portfolio weights. Monthly. One-month return regression.	Monthly regression characteristic; the reported portfolio double sort is SIZE-CVVOL, not STDVOL endpoints. Fama-MacBeth and purged regression estimators; no standalone STDVOL portfolio weights. Monthly. One-month return regression.	not-simple	papers/chordia-2001/chordia-2001-publisher-fulltext.html		https://www.sciencedirect.com/science/article/pii/S0304405X00000805	按论文变量定义转写。	Transcribed from the paper's variable definition.
std_turn	chordia-2001	original_paper	Trading Activity and Expected Stock Returns	2001	\(\displaystyle \mathrm{STDTURN}_{i,t}=\ln\!\left[\operatorname{SD}\!\left(\mathrm{Turnover}_{i,\tau}\right)_{\tau=t-37}^{t-2}\right]\)	natural logarithm of the standard deviation of share turnover over the past 36 months	paper_definition	natural logarithm of the standard deviation of share turnover over the past 36 months	NYSE/AMEX common stocks, January 1966-December 1995; monthly characteristics and returns.	NYSE/AMEX common stocks, January 1966-December 1995; monthly characteristics and returns.			Monthly regression characteristic; the reported portfolio double sort is SIZE-CVTURN, not STDTURN endpoints. Fama-MacBeth and purged regression estimators; no standalone STDTURN portfolio weights. Monthly. One-month return regression.	Monthly regression characteristic; the reported portfolio double sort is SIZE-CVTURN, not STDTURN endpoints. Fama-MacBeth and purged regression estimators; no standalone STDTURN portfolio weights. Monthly. One-month return regression.	not-simple	papers/chordia-2001/chordia-2001-publisher-fulltext.html		https://www.sciencedirect.com/science/article/pii/S0304405X00000805	按论文变量定义转写。	Transcribed from the paper's variable definition.
sue	rendelman-1982	original_paper	Empirical anomalies based on unexpected earnings and the importance of risk adjustments	1982	\(\displaystyle \mathrm{SUE}_{i,q}=\frac{\mathrm{EPS}_{i,q}-\mathrm{EPS}_{i,q-4}}{\sigma_i(\Delta_4\mathrm{EPS})}\)	standardized unexpected quarterly earnings (SUE)	paper_definition	standardized unexpected quarterly earnings (SUE)	36 quarters from 1971Q3 through 1980Q2; Compustat quarterly earnings and announcement dates are matched to CRSP daily returns.	36 quarters from 1971Q3 through 1980Q2; Compustat quarterly earnings and announcement dates are matched to CRSP daily returns.			Trading test: highest 20 versus lowest 20 SUE stocks. Event study: ten fixed SUE categories from SUE <= -4 through SUE > 4. Each 20-stock leg is divided into two equally weighted ten-stock groups and weighted to beta one; unadjusted results are also reported. Event-category excess returns are equally weighted. Quarterly/event-driven. Three months for the portfolio test, with starting positions one through five months after fiscal-quarter close; event study covers day -20 through +90 around the announcement.	Trading test: highest 20 versus lowest 20 SUE stocks. Event study: ten fixed SUE categories from SUE <= -4 through SUE > 4. Each 20-stock leg is divided into two equally weighted ten-stock groups and weighted to beta one; unadjusted results are also reported. Event-category excess returns are equally weighted. Quarterly/event-driven. Three months for the portfolio test, with starting positions one through five months after fiscal-quarter close; event study covers day -20 through +90 around the announcement.	H-L	papers/rendelman-1982/rendelman-1982-publisher.pdf		https://www.sciencedirect.com/science/article/abs/pii/0304405X82900034	按论文变量定义转写。	Transcribed from the paper's variable definition.
tang	almeida-2007	original_paper	Financial Constraints, Asset Tangibility, and Corporate Investment	2007	\(\displaystyle \mathrm{Tang}_{i,t}=\frac{\mathrm{CHE}_{i,t}+0.715\,\mathrm{RECT}_{i,t}+0.547\,\mathrm{INVT}_{i,t}+0.535\,\mathrm{PPENT}_{i,t}}{\mathrm{AT}_{i,t-1}}\)	asset tangibility / pledgeable assets	paper_definition	asset tangibility / pledgeable assets	COMPUSTAT manufacturing firms (SIC 2000-3999), 1985-2000; variables enter annual investment regressions in lagged form.	COMPUSTAT manufacturing firms (SIC 2000-3999), 1985-2000; variables enter annual investment regressions in lagged form.			Regression and sample-split tests; descriptive low/high tangibility groups use the bottom/top three annual deciles, but they are not return portfolios. Regression analysis; no stock-portfolio weights. Annual firm-year tests. N/A	Regression and sample-split tests; descriptive low/high tangibility groups use the bottom/top three annual deciles, but they are not return portfolios. Regression analysis; no stock-portfolio weights. Annual firm-year tests. N/A	not-simple	papers/almeida-2007/almeida-campello-2007.pdf		https://doi.org/10.1093/rfs/hhm019	按论文变量定义转写。	Transcribed from the paper's variable definition.
tb	lev-2004	original_paper	Taxable Income, Future Earnings, and Equity Values	2004	\(\displaystyle \mathrm{TAX}_{i,t}=\frac{\mathrm{EstimatedTaxableIncomeAfterTax}_{i,t}}{\mathrm{NetIncome}_{i,t}},\qquad \mathrm{RTAX}_{i,t}=\operatorname{IndustryQuintileRank}(\mathrm{TAX}_{i,t})\)	tax-to-book income ratio / R TAX	paper_definition	tax-to-book income ratio / R TAX	Sample years 1973-2000; annual accounting signal; future annual stock return is measured from May 1 of the subsequent year.	Sample years 1973-2000; annual accounting signal; future annual stock return is measured from May 1 of the subsequent year.			Within industry-year quintiles of TAX; R TAX=1 lowest quintile and R TAX=5 highest quintile. Regression-based; supplemental 2x2 portfolio analysis uses high/low R TAX crossed with high/low R CFO, not a pure tb portfolio. Annual. One-year-ahead return from May 1.	Within industry-year quintiles of TAX; R TAX=1 lowest quintile and R TAX=5 highest quintile. Regression-based; supplemental 2x2 portfolio analysis uses high/low R TAX crossed with high/low R CFO, not a pure tb portfolio. Annual. One-year-ahead return from May 1.	not-simple	papers/lev-2004/lev-nissim-2004.pdf		https://doi.org/10.2308/accr.2004.79.4.1039	按论文变量定义转写。	Transcribed from the paper's variable definition.
turn	datar-1998	original_paper	Liquidity and Stock Returns: An Alternative Test	1998	\(\displaystyle \mathrm{TURN}_{i,t}=\frac{\frac{1}{3}\sum_{\tau=t-3}^{t-1}\mathrm{Volume}_{i,\tau}}{\mathrm{SharesOutstanding}_{i,t-1}}\)	average shares traded over months t-3 to t-1 divided by shares outstanding	paper_definition	average shares traded over months t-3 to t-1 divided by shares outstanding	NYSE common stocks, July 1963-December 1991; 342 monthly cross-sectional regressions, with complete and 1%-trimmed samples.	NYSE common stocks, July 1963-December 1991; 342 monthly cross-sectional regressions, with complete and 1%-trimmed samples.			Regression characteristic; the 10th-versus-90th-percentile difference is an economic-magnitude calculation from the estimated slope, not a portfolio sort. GLS aggregation of monthly cross-sectional regression slopes; no portfolio weights. Monthly. One-month return regression.	Regression characteristic; the 10th-versus-90th-percentile difference is an economic-magnitude calculation from the estimated slope, not a portfolio sort. GLS aggregation of monthly cross-sectional regression slopes; no portfolio weights. Monthly. One-month return regression.	not-simple	papers/datar-1998/datar-1998-publisher-fulltext.html		https://www.sciencedirect.com/science/article/pii/S1386418197000049	按论文变量定义转写。	Transcribed from the paper's variable definition.
zerotrade	liu-2006	original_paper	A liquidity-augmented capital asset pricing model	2006	\(\displaystyle \mathrm{LM12}_{i,t}=\left[Z_{i,t}^{12}+\frac{1/\mathrm{TURN}_{i,t}^{12}}{\mathrm{Deflator}}\right]\frac{252}{\mathrm{TradingDays}_{i,t}^{12}}\)	LM12 = standardized turnover-adjusted number of zero daily trading volumes over the prior 12 months	paper_definition	LM12 = standardized turnover-adjusted number of zero daily trading volumes over the prior 12 months	January 1963-December 2003 NYSE/AMEX ordinary common stocks; portfolios form monthly from January 1964 to January 2003.	January 1963-December 2003 NYSE/AMEX ordinary common stocks; portfolios form monthly from January 1964 to January 2003.			Monthly deciles using NYSE breakpoints. Equal-weighted portfolios. Monthly. 12 months.	Monthly deciles using NYSE breakpoints. Equal-weighted portfolios. Monthly. 12 months.	H-L	papers/liu-2006/liu-2006-publisher-fulltext.html		https://doi.org/10.1016/j.jfineco.2005.10.001	按论文变量定义转写。	Transcribed from the paper's variable definition.
